Time,Type,Amount,Symbol
2025-10-04 05:44:50,Commission,-0.01636880 USDT,ENAUSDT
2025-10-04 05:38:42,Commission,-0.01694647 USDT,ASTERUSDT
2025-10-04 05:00:00,Funding fee,-0.01176119 USDT,HYPEUSDT
2025-10-04 05:00:00,Funding fee,-0.01733403 USDT,AVNTUSDT
2025-10-04 05:00:00,Funding fee,-0.01514940 USDT,FARTCOINUSDT
2025-10-04 04:53:31,Realized PNL,0.53200000 USDT,WLFIUSDT
2025-10-04 04:53:31,Commission,-0.00564480 USDT,WLFIUSDT
2025-10-04 04:21:15,Commission,-0.01639637 USDT,AVNTUSDT
2025-10-04 04:16:14,Commission,-0.01639637 USDT,AVNTUSDT
2025-10-04 04:13:20,Commission,-0.01683080 USDT,AVNTUSDT
2025-10-04 03:54:57,Commission,-0.01769926 USDT,DOGEUSDT
2025-10-04 03:50:54,Commission,-0.01797380 USDT,DOGEUSDT
2025-10-04 03:50:24,Commission,-0.01870227 USDT,XRPUSDT
2025-10-04 03:50:20,Commission,-0.01878014 USDT,DOGEUSDT
2025-10-04 03:49:01,Commission,-0.01639840 USDT,FARTCOINUSDT
2025-10-04 03:49:01,Commission,-0.00286025 USDT,FARTCOINUSDT
2025-10-04 03:42:48,Commission,-0.01957060 USDT,WLFIUSDT
2025-10-04 03:42:19,Commission,-0.01288044 USDT,FARTCOINUSDT
2025-10-04 03:42:19,Commission,-0.00436707 USDT,FARTCOINUSDT
2025-10-04 03:42:19,Commission,-0.00287244 USDT,FARTCOINUSDT
2025-10-04 03:38:39,Commission,-0.01077174 USDT,XRPUSDT
2025-10-04 03:38:39,Commission,-0.00334622 USDT,XRPUSDT
2025-10-04 03:38:39,Commission,-0.00637873 USDT,XRPUSDT
2025-10-04 03:38:27,Commission,-0.02108274 USDT,ENAUSDT
2025-10-04 03:37:17,Commission,-0.02117150 USDT,AVNTUSDT
2025-10-04 02:53:44,Commission,-0.02192736 USDT,ENAUSDT
2025-10-04 02:52:05,Commission,-0.01929927 USDT,APTUSDT
2025-10-04 02:52:05,Commission,-0.00333963 USDT,APTUSDT
2025-10-04 02:49:02,Commission,-0.02319189 USDT,FARTCOINUSDT
2025-10-04 02:40:40,Realized PNL,0.47877969 USDT,HEMIUSDT
2025-10-04 02:40:40,Commission,-0.00483837 USDT,HEMIUSDT
2025-10-04 02:40:40,Realized PNL,0.81044830 USDT,HEMIUSDT
2025-10-04 02:40:40,Commission,-0.00819009 USDT,HEMIUSDT
2025-10-04 02:24:17,Realized PNL,0.28187219 USDT,PUMPUSDT
2025-10-04 02:24:17,Commission,-0.00286136 USDT,PUMPUSDT
2025-10-04 02:24:17,Realized PNL,0.05785180 USDT,PUMPUSDT
2025-10-04 02:24:17,Commission,-0.00058727 USDT,PUMPUSDT
2025-10-04 02:03:35,Realized PNL,0.62920000 USDT,AVNTUSDT
2025-10-04 02:03:35,Commission,-0.00640900 USDT,AVNTUSDT
2025-10-04 01:56:03,Realized PNL,1.27800000 USDT,APTUSDT
2025-10-04 01:56:03,Commission,-0.01298160 USDT,APTUSDT
2025-10-04 01:55:46,Realized PNL,-0.00218961 USDT,ASTERUSDT
2025-10-04 01:55:46,Commission,-0.00001453 USDT,ASTERUSDT
2025-10-04 01:40:54,Commission,-0.02076532 USDT,APTUSDT
2025-10-04 01:40:50,Commission,-0.02156679 USDT,SOLUSDT
2025-10-04 01:40:49,Commission,-0.01363396 USDT,HEMIUSDT
2025-10-04 01:40:49,Commission,-0.00792454 USDT,HEMIUSDT
2025-10-04 01:40:35,Commission,-0.02258747 USDT,FARTCOINUSDT
2025-10-04 01:40:34,Commission,-0.02221128 USDT,AVNTUSDT
2025-10-04 01:39:02,Commission,-0.00162536 USDT,HEMIUSDT
2025-10-04 01:39:02,Commission,-0.00906252 USDT,HEMIUSDT
2025-10-04 01:39:02,Commission,-0.00384350 USDT,HEMIUSDT
2025-10-04 01:39:02,Commission,-0.00905846 USDT,HEMIUSDT
2025-10-04 01:39:02,Commission,-0.02377088 USDT,ENAUSDT
2025-10-04 01:37:51,Commission,-0.02422297 USDT,APTUSDT
2025-10-04 01:37:46,Realized PNL,-9.23476106 USDT,ASTERUSDT
2025-10-04 01:37:46,Commission,-0.06113042 USDT,ASTERUSDT
2025-10-04 01:37:46,Realized PNL,-3.22426215 USDT,ASTERUSDT
2025-10-04 01:37:46,Commission,-0.02134332 USDT,ASTERUSDT
2025-10-04 01:37:46,Realized PNL,-0.30409282 USDT,ASTERUSDT
2025-10-04 01:37:46,Commission,-0.00201297 USDT,ASTERUSDT
2025-10-04 01:37:46,Realized PNL,-5.28003380 USDT,ASTERUSDT
2025-10-04 01:37:46,Commission,-0.03498526 USDT,ASTERUSDT
2025-10-04 01:37:46,Realized PNL,-11.06898653 USDT,ASTERUSDT
2025-10-04 01:37:46,Commission,-0.07334260 USDT,ASTERUSDT
2025-10-04 01:30:58,Commission,-0.02121014 USDT,FARTCOINUSDT
2025-10-04 01:00:00,Funding fee,-0.02012815 USDT,HYPEUSDT
2025-10-04 01:00:00,Funding fee,-0.27297403 USDT,ASTERUSDT
2025-10-04 01:00:00,Funding fee,-0.00168987 USDT,PUMPUSDT
2025-10-04 01:00:00,Funding fee,-0.00655379 USDT,ENAUSDT
2025-10-04 01:00:00,Funding fee,-0.05262811 USDT,BNBUSDT
2025-10-04 01:00:00,Funding fee,-0.00199402 USDT,SOLUSDT
2025-10-04 01:00:00,Funding fee,-0.00332640 USDT,DOGEUSDT
2025-10-04 01:00:00,Funding fee,0.01799353 USDT,ETHUSDT
2025-10-04 00:36:11,Commission,-0.01848139 USDT,ENAUSDT
2025-10-04 00:36:11,Commission,-0.00450996 USDT,ENAUSDT
2025-10-04 00:35:14,Commission,-0.02342729 USDT,ASTERUSDT
2025-10-04 00:30:02,Commission,-0.02406249 USDT,ASTERUSDT
2025-10-04 00:28:51,Commission,-0.02450801 USDT,ASTERUSDT
2025-10-04 00:28:01,Commission,-0.02509173 USDT,ASTERUSDT
2025-10-04 00:24:34,Commission,-0.02382306 USDT,ASTERUSDT
2025-10-04 00:24:34,Commission,-0.00175562 USDT,ASTERUSDT
2025-10-04 00:16:47,Commission,-0.02617693 USDT,ASTERUSDT
2025-10-04 00:16:12,Commission,-0.02677938 USDT,ASTERUSDT
2025-10-04 00:14:47,Commission,-0.02739459 USDT,ASTERUSDT
2025-10-03 23:40:05,Realized PNL,1.53243700 USDT,ASTERUSDT
2025-10-03 23:40:05,Commission,-0.01512641 USDT,ASTERUSDT
2025-10-03 23:37:56,Commission,-0.02673880 USDT,ASTERUSDT
2025-10-03 23:37:56,Commission,-0.02674000 USDT,ASTERUSDT
2025-10-03 23:32:45,Realized PNL,1.16203799 USDT,ASTERUSDT
2025-10-03 23:32:45,Commission,-0.01173939 USDT,ASTERUSDT
2025-10-03 23:29:49,Commission,-0.02711996 USDT,ASTERUSDT
2025-10-03 23:29:49,Commission,-0.01356121 USDT,ASTERUSDT
2025-10-03 23:27:17,Realized PNL,1.38756000 USDT,FARTCOINUSDT
2025-10-03 23:27:17,Commission,-0.01424736 USDT,FARTCOINUSDT
2025-10-03 23:07:50,Realized PNL,1.10880000 USDT,ASTERUSDT
2025-10-03 23:07:50,Commission,-0.01123063 USDT,ASTERUSDT
2025-10-03 23:03:48,Commission,-0.02594961 USDT,ASTERUSDT
2025-10-03 23:03:48,Commission,-0.01296951 USDT,ASTERUSDT
2025-10-03 23:03:12,Realized PNL,0.69841852 USDT,ASTERUSDT
2025-10-03 23:03:12,Commission,-0.02313309 USDT,ASTERUSDT
2025-10-03 23:02:31,Realized PNL,4.65455547 USDT,ASTERUSDT
2025-10-03 23:02:31,Commission,-0.04482322 USDT,ASTERUSDT
2025-10-03 23:02:11,Commission,-0.02211064 USDT,FARTCOINUSDT
2025-10-03 23:02:10,Commission,-0.01104393 USDT,FARTCOINUSDT
2025-10-03 23:00:27,Realized PNL,0.91250000 USDT,AVNTUSDT
2025-10-03 23:00:27,Commission,-0.00900600 USDT,AVNTUSDT
2025-10-03 22:52:39,Commission,-0.02122575 USDT,AVNTUSDT
2025-10-03 22:52:38,Commission,-0.01061462 USDT,AVNTUSDT
2025-10-03 22:35:04,Commission,-0.02272054 USDT,ASTERUSDT
2025-10-03 22:35:03,Commission,-0.01135633 USDT,ASTERUSDT
2025-10-03 22:25:51,Commission,-0.01170929 USDT,ASTERUSDT
2025-10-03 22:25:51,Commission,-0.02341859 USDT,ASTERUSDT
2025-10-03 22:25:16,Commission,-0.01212813 USDT,ASTERUSDT
2025-10-03 22:25:16,Commission,-0.02253283 USDT,ASTERUSDT
2025-10-03 22:25:16,Commission,-0.00175286 USDT,ASTERUSDT
2025-10-03 22:24:29,Commission,-0.02501839 USDT,ASTERUSDT
2025-10-03 22:24:29,Commission,-0.01250529 USDT,ASTERUSDT
2025-10-03 22:23:37,Commission,-0.02583296 USDT,ASTERUSDT
2025-10-03 22:23:36,Commission,-0.01115921 USDT,ASTERUSDT
2025-10-03 22:23:36,Commission,-0.00175344 USDT,ASTERUSDT
2025-10-03 22:23:21,Realized PNL,-4.67792399 USDT,ASTERUSDT
2025-10-03 22:23:21,Commission,-0.03436828 USDT,ASTERUSDT
2025-10-03 22:09:16,Commission,-0.02475900 USDT,BNBUSDT
2025-10-03 22:09:16,Commission,-0.01237950 USDT,BNBUSDT
2025-10-03 22:02:07,Commission,-0.01235850 USDT,BNBUSDT
2025-10-03 22:02:06,Commission,-0.02471700 USDT,BNBUSDT
2025-10-03 21:53:55,Transfer,289.30000000 USDT,
2025-10-03 21:03:24,Commission,-0.00350142 USDT,ASTERUSDT
2025-10-03 21:03:24,Commission,-0.00174696 USDT,ASTERUSDT
2025-10-03 21:03:24,Commission,-0.00175462 USDT,ASTERUSDT
2025-10-03 21:00:00,Funding fee,-0.03006164 USDT,HYPEUSDT
2025-10-03 21:00:00,Funding fee,0.00369016 USDT,ASTERUSDT
2025-10-03 21:00:00,Funding fee,-0.00167769 USDT,PUMPUSDT
2025-10-03 21:00:00,Funding fee,-0.00227814 USDT,FARTCOINUSDT
2025-10-03 20:45:11,Commission,-0.00358198 USDT,ASTERUSDT
2025-10-03 20:45:11,Commission,-0.00358198 USDT,ASTERUSDT
2025-10-03 20:19:56,Commission,-0.00365770 USDT,ASTERUSDT
2025-10-03 20:19:56,Commission,-0.00365649 USDT,ASTERUSDT
2025-10-03 20:19:05,Commission,-0.00374091 USDT,ASTERUSDT
2025-10-03 20:19:05,Commission,-0.00198527 USDT,ASTERUSDT
2025-10-03 20:19:05,Commission,-0.00175563 USDT,ASTERUSDT
2025-10-03 20:18:09,Commission,-0.00376801 USDT,ASTERUSDT
2025-10-03 20:16:03,Commission,-0.00387556 USDT,DOGEUSDT
2025-10-03 20:12:57,Commission,-0.00394878 USDT,FARTCOINUSDT
2025-10-03 20:03:47,Commission,-0.00394160 USDT,HYPEUSDT
2025-10-03 20:02:53,Realized PNL,0.00720000 USDT,ENAUSDT
2025-10-03 20:02:53,Commission,-0.00109080 USDT,ENAUSDT
2025-10-03 20:02:21,Commission,-0.00382032 USDT,ENAUSDT
2025-10-03 20:02:16,Realized PNL,0.56885217 USDT,ENAUSDT
2025-10-03 20:02:16,Commission,-0.00509964 USDT,ENAUSDT
2025-10-03 20:01:10,Commission,-0.00378023 USDT,HYPEUSDT
2025-10-03 19:54:43,Realized PNL,0.00020604 USDT,ASTERUSDT
2025-10-03 19:54:43,Commission,-0.00000210 USDT,ASTERUSDT
2025-10-03 19:38:22,Commission,-0.00376391 USDT,HYPEUSDT
2025-10-03 19:29:39,Realized PNL,0.73743895 USDT,ASTERUSDT
2025-10-03 19:29:39,Commission,-0.00751804 USDT,ASTERUSDT
2025-10-03 19:29:36,Commission,-0.00356648 USDT,ASTERUSDT
2025-10-03 19:24:47,Commission,-0.00364317 USDT,ASTERUSDT
2025-10-03 19:24:11,Commission,-0.00368261 USDT,ASTERUSDT
2025-10-03 19:21:50,Commission,-0.00371006 USDT,ASTERUSDT
2025-10-03 19:20:43,Commission,-0.00375413 USDT,ASTERUSDT
2025-10-03 19:17:47,Commission,-0.00381743 USDT,DOGEUSDT
2025-10-03 19:17:30,Commission,-0.00383609 USDT,ASTERUSDT
2025-10-03 19:16:13,Commission,-0.00386976 USDT,ASTERUSDT
2025-10-03 19:14:22,Commission,-0.00320852 USDT,SOLUSDT
2025-10-03 19:14:20,Commission,-0.00391437 USDT,DOGEUSDT
2025-10-03 19:13:31,Commission,-0.00401126 USDT,FARTCOINUSDT
2025-10-03 18:49:21,Commission,-0.00402640 USDT,SOLUSDT
2025-10-03 18:47:16,Commission,-0.00392139 USDT,HYPEUSDT
2025-10-03 18:46:20,Commission,-0.00392236 USDT,HYPEUSDT
2025-10-03 18:32:43,Realized PNL,0.70271337 USDT,ASTERUSDT
2025-10-03 18:32:43,Commission,-0.00552786 USDT,ASTERUSDT
2025-10-03 18:30:28,Realized PNL,0.09920000 USDT,AVNTUSDT
2025-10-03 18:30:28,Commission,-0.00098000 USDT,AVNTUSDT
2025-10-03 18:21:11,Commission,-0.00346472 USDT,AVNTUSDT
2025-10-03 18:17:03,Commission,-0.00382624 USDT,ASTERUSDT
2025-10-03 18:14:50,Commission,-0.00386982 USDT,ASTERUSDT
2025-10-03 18:10:05,Commission,-0.00392340 USDT,HYPEUSDT
2025-10-03 18:07:29,Commission,-0.00394655 USDT,ASTERUSDT
2025-10-03 18:06:55,Commission,-0.00206860 USDT,ASTERUSDT
2025-10-03 18:06:55,Commission,-0.00191090 USDT,ASTERUSDT
2025-10-03 18:06:01,Commission,-0.00409962 USDT,HYPEUSDT
2025-10-03 18:06:00,Commission,-0.00409962 USDT,HYPEUSDT
2025-10-03 18:04:28,Realized PNL,0.10980000 USDT,CAKEUSDT
2025-10-03 18:04:28,Commission,-0.00111042 USDT,CAKEUSDT
2025-10-03 17:54:23,Commission,-0.00411600 USDT,BNBUSDT
2025-10-03 17:54:23,Commission,-0.00411600 USDT,BNBUSDT
2025-10-03 17:50:51,Realized PNL,0.49854062 USDT,ASTERUSDT
2025-10-03 17:50:51,Commission,-0.00459584 USDT,ASTERUSDT
2025-10-03 17:45:20,Commission,-0.00223201 USDT,ASTERUSDT
2025-10-03 17:45:20,Commission,-0.00175112 USDT,ASTERUSDT
2025-10-03 17:45:20,Commission,-0.00398398 USDT,ASTERUSDT
2025-10-03 17:43:13,Commission,-0.00402886 USDT,ASTERUSDT
2025-10-03 17:42:18,Commission,-0.00411811 USDT,ASTERUSDT
2025-10-03 17:42:18,Commission,-0.00411715 USDT,ASTERUSDT
2025-10-03 17:35:46,Commission,-0.00412825 USDT,BNBUSDT
2025-10-03 17:35:46,Commission,-0.00412825 USDT,BNBUSDT
2025-10-03 17:35:03,Realized PNL,-0.00456000 USDT,ASTERUSDT
2025-10-03 17:35:03,Commission,-0.00419887 USDT,ASTERUSDT
2025-10-03 17:35:02,Commission,-0.00420047 USDT,ASTERUSDT
2025-10-03 17:34:33,Realized PNL,-0.00510000 USDT,ASTERUSDT
2025-10-03 17:34:33,Commission,-0.00220500 USDT,ASTERUSDT
2025-10-03 17:34:33,Realized PNL,-0.00382400 USDT,ASTERUSDT
2025-10-03 17:34:33,Commission,-0.00175673 USDT,ASTERUSDT
2025-10-03 17:34:31,Commission,-0.00396485 USDT,ASTERUSDT
2025-10-03 17:34:31,Realized PNL,0.71248000 USDT,HYPEUSDT
2025-10-03 17:34:31,Commission,-0.00704016 USDT,HYPEUSDT
2025-10-03 17:34:17,Realized PNL,0.67130299 USDT,ASTERUSDT
2025-10-03 17:34:17,Commission,-0.00680030 USDT,ASTERUSDT
2025-10-03 17:28:41,Commission,-0.00378194 USDT,ASTERUSDT
2025-10-03 17:27:52,Commission,-0.00383241 USDT,ASTERUSDT
2025-10-03 17:27:38,Commission,-0.00387324 USDT,ENAUSDT
2025-10-03 17:27:01,Commission,-0.00219703 USDT,ASTERUSDT
2025-10-03 17:27:01,Commission,-0.00175472 USDT,ASTERUSDT
2025-10-03 17:27:01,Commission,-0.00395176 USDT,ASTERUSDT
2025-10-03 17:26:22,Commission,-0.00402409 USDT,ASTERUSDT
2025-10-03 17:26:21,Commission,-0.00402409 USDT,ASTERUSDT
2025-10-03 17:26:08,Commission,-0.00413274 USDT,FARTCOINUSDT
2025-10-03 17:26:08,Commission,-0.00413274 USDT,FARTCOINUSDT
2025-10-03 17:22:07,Realized PNL,0.89945000 USDT,ASTERUSDT
2025-10-03 17:22:07,Commission,-0.00910013 USDT,ASTERUSDT
2025-10-03 17:21:14,Realized PNL,0.33119000 USDT,STBLUSDT
2025-10-03 17:21:14,Commission,-0.00335026 USDT,STBLUSDT
2025-10-03 17:15:42,Commission,-0.00361781 USDT,HYPEUSDT
2025-10-03 17:13:42,Commission,-0.00362310 USDT,HYPEUSDT
2025-10-03 17:12:50,Commission,-0.00362803 USDT,HYPEUSDT
2025-10-03 17:10:13,Commission,-0.00367852 USDT,STBLUSDT
2025-10-03 17:00:00,Funding fee,-0.03307934 USDT,STBLUSDT
2025-10-03 17:00:00,Funding fee,0.01487316 USDT,HYPEUSDT
2025-10-03 17:00:00,Funding fee,-0.08117877 USDT,ASTERUSDT
2025-10-03 17:00:00,Funding fee,-0.00169423 USDT,PUMPUSDT
2025-10-03 17:00:00,Funding fee,0.00406783 USDT,ENAUSDT
2025-10-03 17:00:00,Funding fee,-0.01460948 USDT,CAKEUSDT
2025-10-03 17:00:00,Funding fee,0.01804878 USDT,ETHUSDT
2025-10-03 16:48:16,Commission,-0.00376023 USDT,ASTERUSDT
2025-10-03 16:47:33,Commission,-0.00205429 USDT,ASTERUSDT
2025-10-03 16:47:33,Commission,-0.00175667 USDT,ASTERUSDT
2025-10-03 16:38:21,Commission,-0.00380629 USDT,ASTERUSDT
2025-10-03 16:36:57,Realized PNL,0.22050000 USDT,AVNTUSDT
2025-10-03 16:36:57,Commission,-0.00224154 USDT,AVNTUSDT
2025-10-03 16:18:06,Commission,-0.00383070 USDT,PUMPUSDT
2025-10-03 16:18:06,Commission,-0.00383070 USDT,PUMPUSDT
2025-10-03 16:11:04,Commission,-0.00212571 USDT,ASTERUSDT
2025-10-03 16:11:04,Commission,-0.00175316 USDT,ASTERUSDT
2025-10-03 16:10:26,Commission,-0.00392890 USDT,ASTERUSDT
2025-10-03 16:09:35,Commission,-0.00387623 USDT,STBLUSDT
2025-10-03 16:09:07,Commission,-0.00384804 USDT,CAKEUSDT
2025-10-03 16:08:53,Commission,-0.00405095 USDT,ASTERUSDT
2025-10-03 16:08:45,Commission,-0.00405526 USDT,STBLUSDT
2025-10-03 16:08:09,Commission,-0.00413375 USDT,ASTERUSDT
2025-10-03 16:05:01,Commission,-0.00416565 USDT,ASTERUSDT
2025-10-03 15:59:43,Realized PNL,-0.00384000 USDT,STBLUSDT
2025-10-03 15:59:43,Commission,-0.00414194 USDT,STBLUSDT
2025-10-03 15:59:41,Commission,-0.00070476 USDT,STBLUSDT
2025-10-03 15:59:41,Commission,-0.00343584 USDT,STBLUSDT
2025-10-03 15:59:12,Realized PNL,0.01564000 USDT,STBLUSDT
2025-10-03 15:59:12,Commission,-0.00410002 USDT,STBLUSDT
2025-10-03 15:59:11,Commission,-0.00410550 USDT,STBLUSDT
2025-10-03 15:46:17,Realized PNL,-0.00101173 USDT,ASTERUSDT
2025-10-03 15:46:17,Commission,-0.00000744 USDT,ASTERUSDT
2025-10-03 15:29:20,Commission,-0.00387198 USDT,AVNTUSDT
2025-10-03 15:23:37,Commission,-0.00389623 USDT,AVNTUSDT
2025-10-03 15:15:03,Realized PNL,0.23496000 USDT,STBLUSDT
2025-10-03 15:15:03,Commission,-0.00231739 USDT,STBLUSDT
2025-10-03 15:09:37,Commission,-0.00409655 USDT,STBLUSDT
2025-10-03 15:09:37,Commission,-0.00409655 USDT,STBLUSDT
2025-10-03 15:04:40,Commission,-0.00428992 USDT,PUMPUSDT
2025-10-03 15:01:22,Realized PNL,-2.01739678 USDT,ASTERUSDT
2025-10-03 15:01:22,Commission,-0.01483735 USDT,ASTERUSDT
2025-10-03 15:01:22,Realized PNL,-0.53621880 USDT,ASTERUSDT
2025-10-03 15:01:22,Commission,-0.00394373 USDT,ASTERUSDT
2025-10-03 15:01:22,Realized PNL,-0.58174681 USDT,ASTERUSDT
2025-10-03 15:01:22,Commission,-0.00427857 USDT,ASTERUSDT
2025-10-03 15:01:22,Realized PNL,-0.23954386 USDT,ASTERUSDT
2025-10-03 15:01:22,Commission,-0.00176343 USDT,ASTERUSDT
2025-10-03 14:33:37,Realized PNL,0.21552999 USDT,STBLUSDT
2025-10-03 14:33:37,Commission,-0.00212811 USDT,STBLUSDT
2025-10-03 14:20:45,Realized PNL,0.29580000 USDT,CAKEUSDT
2025-10-03 14:20:45,Commission,-0.00292296 USDT,CAKEUSDT
2025-10-03 14:18:04,Commission,-0.00258587 USDT,CAKEUSDT
2025-10-03 14:17:13,Realized PNL,0.51280000 USDT,AVNTUSDT
2025-10-03 14:17:13,Commission,-0.00502679 USDT,AVNTUSDT
2025-10-03 14:17:00,Commission,-0.00258608 USDT,CAKEUSDT
2025-10-03 14:16:39,Commission,-0.00258097 USDT,CAKEUSDT
2025-10-03 14:16:39,Commission,-0.00258097 USDT,CAKEUSDT
2025-10-03 14:08:21,Commission,-0.00373464 USDT,STBLUSDT
2025-10-03 14:01:15,Commission,-0.00036961 USDT,STBLUSDT
2025-10-03 14:01:15,Commission,-0.00341957 USDT,STBLUSDT
2025-10-03 13:58:41,Commission,-0.00358400 USDT,AVNTUSDT
2025-10-03 13:37:59,Commission,-0.00363860 USDT,AVNTUSDT
2025-10-03 13:35:11,Commission,-0.00360220 USDT,AVNTUSDT
2025-10-03 13:27:12,Realized PNL,-3.49753999 USDT,STBLUSDT
2025-10-03 13:27:12,Commission,-0.02273002 USDT,STBLUSDT
2025-10-03 13:00:00,Funding fee,-0.06485097 USDT,STBLUSDT
2025-10-03 13:00:00,Funding fee,0.01296044 USDT,HYPEUSDT
2025-10-03 13:00:00,Funding fee,0.04658062 USDT,ASTERUSDT
2025-10-03 13:00:00,Funding fee,0.00416977 USDT,AVNTUSDT
2025-10-03 12:33:39,Commission,-0.00388311 USDT,STBLUSDT
2025-10-03 12:33:39,Commission,-0.00388311 USDT,STBLUSDT
2025-10-03 12:33:01,Commission,-0.00399531 USDT,STBLUSDT
2025-10-03 12:33:01,Commission,-0.00399399 USDT,STBLUSDT
2025-10-03 12:26:38,Commission,-0.00409931 USDT,STBLUSDT
2025-10-03 12:26:38,Commission,-0.00409931 USDT,STBLUSDT
2025-10-03 12:25:55,Realized PNL,-0.63500000 USDT,BNBUSDT
2025-10-03 12:25:55,Commission,-0.01634080 USDT,BNBUSDT
2025-10-03 12:17:39,Realized PNL,0.22563900 USDT,PUMPUSDT
2025-10-03 12:17:39,Commission,-0.00230810 USDT,PUMPUSDT
2025-10-03 12:08:19,Commission,-0.00399941 USDT,PUMPUSDT
2025-10-03 12:08:19,Commission,-0.00399998 USDT,PUMPUSDT
2025-10-03 12:04:54,Realized PNL,0.21720000 USDT,CAKEUSDT
2025-10-03 12:04:54,Commission,-0.00214428 USDT,CAKEUSDT
2025-10-03 12:01:28,Commission,-0.00347424 USDT,AVNTUSDT
2025-10-03 12:01:28,Commission,-0.00347424 USDT,AVNTUSDT
2025-10-03 11:48:41,Commission,-0.00379071 USDT,CAKEUSDT
2025-10-03 11:48:41,Commission,-0.00379029 USDT,CAKEUSDT
2025-10-03 11:41:37,Commission,-0.00404495 USDT,BNBUSDT
2025-10-03 11:41:36,Commission,-0.00404495 USDT,BNBUSDT
2025-10-03 11:40:06,Realized PNL,0.00071316 USDT,FARTCOINUSDT
2025-10-03 11:40:06,Commission,-0.00002336 USDT,FARTCOINUSDT
2025-10-03 11:39:32,Realized PNL,0.45394683 USDT,FARTCOINUSDT
2025-10-03 11:39:32,Commission,-0.00463634 USDT,FARTCOINUSDT
2025-10-03 11:30:29,Commission,-0.00388206 USDT,ENAUSDT
2025-10-03 11:30:29,Commission,-0.00194071 USDT,ENAUSDT
2025-10-03 11:30:29,Commission,-0.00194134 USDT,ENAUSDT
2025-10-03 11:25:47,Realized PNL,0.13446088 USDT,HEMIUSDT
2025-10-03 11:25:47,Commission,-0.00135830 USDT,HEMIUSDT
2025-10-03 11:25:41,Realized PNL,0.09884211 USDT,HEMIUSDT
2025-10-03 11:25:41,Commission,-0.00099848 USDT,HEMIUSDT
2025-10-03 11:25:13,Realized PNL,0.20051400 USDT,PUMPUSDT
2025-10-03 11:25:13,Commission,-0.00205367 USDT,PUMPUSDT
2025-10-03 11:19:26,Commission,-0.00397552 USDT,ASTERUSDT
2025-10-03 11:19:26,Commission,-0.00222276 USDT,ASTERUSDT
2025-10-03 11:19:26,Commission,-0.00175256 USDT,ASTERUSDT
2025-10-03 11:17:57,Commission,-0.00401450 USDT,BNBUSDT
2025-10-03 11:17:57,Commission,-0.00401415 USDT,BNBUSDT
2025-10-03 11:16:27,Commission,-0.00415901 USDT,ASTERUSDT
2025-10-03 11:16:25,Commission,-0.00415686 USDT,ASTERUSDT
2025-10-03 11:15:30,Commission,-0.00369147 USDT,ASTERUSDT
2025-10-03 11:15:30,Commission,-0.00369074 USDT,ASTERUSDT
2025-10-03 11:15:29,Realized PNL,0.18880000 USDT,AVNTUSDT
2025-10-03 11:15:29,Commission,-0.00191008 USDT,AVNTUSDT
2025-10-03 11:14:58,Realized PNL,-6.61047999 USDT,ASTERUSDT
2025-10-03 11:14:58,Commission,-0.04818973 USDT,ASTERUSDT
2025-10-03 11:01:34,Commission,-0.00024937 USDT,HEMIUSDT
2025-10-03 11:01:34,Commission,-0.00383416 USDT,HEMIUSDT
2025-10-03 11:01:34,Commission,-0.00408358 USDT,HEMIUSDT
2025-10-03 11:01:31,Realized PNL,1.66394000 USDT,XRPUSDT
2025-10-03 11:01:31,Commission,-0.01637219 USDT,XRPUSDT
2025-10-03 11:01:15,Commission,-0.00355934 USDT,PUMPUSDT
2025-10-03 11:01:14,Commission,-0.00355832 USDT,PUMPUSDT
2025-10-03 10:59:47,Commission,-0.00362065 USDT,FARTCOINUSDT
2025-10-03 10:59:47,Commission,-0.00362065 USDT,FARTCOINUSDT
2025-10-03 10:55:29,Commission,-0.00330876 USDT,AVNTUSDT
2025-10-03 10:55:29,Commission,-0.00331044 USDT,AVNTUSDT
2025-10-03 10:54:23,Commission,-0.00221760 USDT,FARTCOINUSDT
2025-10-03 10:54:23,Commission,-0.00221760 USDT,FARTCOINUSDT
2025-10-03 10:52:49,Commission,-0.00220746 USDT,FARTCOINUSDT
2025-10-03 10:52:49,Commission,-0.00220746 USDT,FARTCOINUSDT
2025-10-03 10:52:35,Realized PNL,0.09372000 USDT,STBLUSDT
2025-10-03 10:52:35,Commission,-0.00092835 USDT,STBLUSDT
2025-10-03 10:52:35,Realized PNL,0.00284000 USDT,STBLUSDT
2025-10-03 10:52:35,Commission,-0.00002813 USDT,STBLUSDT
2025-10-03 10:49:22,Commission,-0.00313530 USDT,ETHUSDT
2025-10-03 10:49:22,Commission,-0.00313530 USDT,ETHUSDT
2025-10-03 10:48:34,Commission,-0.00313978 USDT,ETHUSDT
2025-10-03 10:48:34,Commission,-0.00313978 USDT,ETHUSDT
2025-10-03 10:46:51,Commission,-0.00314104 USDT,ETHUSDT
2025-10-03 10:40:17,Realized PNL,0.09554000 USDT,STBLUSDT
2025-10-03 10:40:17,Commission,-0.00193228 USDT,STBLUSDT
2025-10-03 10:40:17,Realized PNL,0.09554000 USDT,STBLUSDT
2025-10-03 10:40:17,Commission,-0.00096614 USDT,STBLUSDT
2025-10-03 10:33:15,Commission,-0.00069756 USDT,ASTERUSDT
2025-10-03 10:33:15,Commission,-0.00209310 USDT,ASTERUSDT
